review_id,reviewer_name,reviewer_location,room_type,stay_time,stayed_date,reviewed_time,review_title,positive_review_text,negative_review_text,photos,review_rating,hotel_id,insert_time
256,Nawshin,Germany,"Single Room with Bathroom",2,"March 2022","
 March 22, 2022
","Very Good",,,0,8,261,"2022-06-14 19:51:26"
257,Вакас,"United Arab Emirates","Twin Room with Shared Bathroom",2,"March 2022","
 March 22, 2022
",Nice,Nice,Nice,0,10,261,"2022-06-14 19:51:26"
258,Joe,Germany,"Single Room with Bathroom",1,"March 2022","
 March 16, 2022
","Very Good","Cheap, very friendly, and very clean.",,0,8,261,"2022-06-14 19:51:26"
259,Samik,Canada,"Quadruple Room with Private External Bathroom",1,"March 2022","
 March 13, 2022
",Good,,,0,7,261,"2022-06-14 19:51:26"
260,Syed,Germany,"Apartment with Bathroom",1,"March 2022","
 March 12, 2022
",Fair,"Nice and friendly staff","No wifi in the room",0,5,261,"2022-06-14 19:51:26"
261,Svitlana,Ukraine,"Quadruple Room with Private External Bathroom",2,"March 2022","
 March 11, 2022
","We were satisfied with the room",,,0,8,261,"2022-06-14 19:51:26"
262,Mhyar,Germany,"Single Room with Bathroom",2,"March 2022","
 March 8, 2022
",Exceptional,,,0,10,261,"2022-06-14 19:51:26"
263,Harysh,Poland,"Quadruple Room with Private External Bathroom",1,"March 2022","
 March 7, 2022
",Exceptional,"There was no mirror in the room.",,0,10,261,"2022-06-14 19:51:26"
264,Ayako,Germany,"Apartment with Bathroom",2,"March 2022","
 March 7, 2022
",Wonderful,,,0,9,261,"2022-06-14 19:51:26"
265,Baki,Germany,"Single Room with Bathroom",1,"February 2022","
 February 27, 2022
","Friendly staff, great location, clean rooms",,,0,9,261,"2022-06-14 19:51:26"
266,Mostafa,"United Kingdom","Quadruple Room with Private External Bathroom",3,"February 2022","
 February 23, 2022
",Exceptional,,,0,10,261,"2022-06-14 19:51:26"
267,Kirsten,Germany,"Single Room with Bathroom",3,"February 2022","
 February 10, 2022
",Pleasant,"Then it wassThe one breakfast staff was very strange.The egg was much too hot, so you couldn't even touch it to eat it and of course peel it . Then I said this and he pretended he didn't know how long you cool the eggs after boiling.Then it was my fault,, of course..." Is there something wrong ? You can't eat that right ? " Also too expensive for what you get ! It should include breakfast.",,0,6,261,"2022-06-14 19:51:26"
268,Faruk,Germany,"Quadruple Room with Private External Bathroom",3,"January 2022","
 February 1, 2022
","Very Good",,,0,8,261,"2022-06-14 19:51:26"
269,Mohamad,Germany,"Quadruple Room with Private External Bathroom",1,"January 2022","
 January 9, 2022
",Good,,,0,7,261,"2022-06-14 19:51:26"
270,Nsongurua,Nigeria,"Quadruple Room with Private External Bathroom",3,"January 2022","
 January 7, 2022
","Very Good",,,0,8,261,"2022-06-14 19:51:26"
271,Teresa,Mexico,"Quadruple Room with Private External Bathroom",2,"December 2021","
 January 4, 2022
","Very Good",,,0,8,261,"2022-06-14 19:51:26"
272,Luis,Germany,"Single Room with Bathroom",1,"December 2021","
 December 13, 2021
","Very Good",,,0,8,261,"2022-06-14 19:51:26"
273,Anonymous,Germany,none,1,"December 2021","
 December 7, 2021
",Exceptional,,,0,10,261,"2022-06-14 19:51:26"
274,Yicheng,Germany,"Quadruple Room with Private External Bathroom",1,"December 2021","
 December 5, 2021
",Wonderful,"To understand my answers, you have to take into account 2 things: pandemic (I was given the whole room, instead of one bed and sharing the room), and there was a building renovation directly next door.","To understand my answers, you have to take into account 2 things: pandemic (I was given the whole room, instead of one bed and sharing the room), and there was a building renovation directly next door.",0,9,261,"2022-06-14 19:51:26"
275,Zahraa,France,"Quadruple Room with Private External Bathroom",4,"December 2021","
 December 5, 2021
","Its good","Its clean in general and quiet.","I got a shampoo and towels only first days, then the next days I didn't get any, I had to ask twice to get them.I kept empty plates on table of the previous breakfast, but no body took them out. They remained on table for 3 days.No room service, i had to go down everytime i want something. Also there is no phone, i had to go down everytime i want to ask about something, and i used my french number to call the reception which causes extra charges for me.",0,6,261,"2022-06-14 19:51:26"
276,Kacper,Poland,"Quadruple Room with Private External Bathroom",2,"October 2021","
 November 27, 2021
",Wonderful,,,0,9,261,"2022-06-14 19:51:26"
277,Pmbookings,Germany,"Quadruple Room with Private External Bathroom",3,"November 2021","
 November 16, 2021
","Very Good","Pleasant hotel with friendly and reasonably helpful staff. It has a calm quiet atmosphere and a cafe for sitting and relaxing. Good location if one doesn't mind being a fair way from downtown... Nothing to complain about.","Rooms are okay if a little basic and lacking decoration or mirrors. Breakfast is a typical buffet breakfast, a little monotonous but good value for money...",0,8,261,"2022-06-14 19:51:26"
278,İdil,Turkey,"Quadruple Room with Private External Bathroom",2,"November 2021","
 November 15, 2021
",Disappointing,"Cheap price","There were no hair dryers, fridge or kettle. And it has a shared bathroom with other rooms, even though it wasn't stated like that. There are some other hotels with same price but with more central location.",0,6,261,"2022-06-14 19:51:26"
279,Yoshio,Japan,"Superior Twin Room",3,"July 2019","
 July 20, 2019
",Excellent,,,0,8.8,265,"2022-06-14 19:51:26"
280,Valentina,"United Kingdom","Superior Queen Room",1,"July 2019","
 July 19, 2019
",Good,"The rooms were clean and spacious. Hotel is steps away from main train station.","The reception insisted there is no space in rooms for baby bed even though we requested it at booking. Of course there was plenty of room so  they put the bed in after we really insisted. When I booked I asked for a room with  pleasant view and we were given the construction site view. Overall the stuff showed they don’t care at all about guests experience.",0,7.5,265,"2022-06-14 19:51:26"
281,Dominik,"United Kingdom","Superior Queen Room",1,"July 2019","
 July 16, 2019
",Good,,,0,7.9,265,"2022-06-14 19:51:26"
282,Essa,Qatar,"King Room Chic Palais",1,"July 2019","
 July 2, 2019
",Fair,,,0,5,265,"2022-06-14 19:51:26"
283,John,Ireland,"Superior Queen Room with Skyline View",3,"June 2019","
 June 29, 2019
","Very Good","Check in very nice helpful staff😁","Very rude barman on the sunday night.",0,8.3,265,"2022-06-14 19:51:26"
284,Minhazur,Bangladesh,"Superior Queen Room",2,"June 2019","
 June 22, 2019
",Good,,,0,7.5,265,"2022-06-14 19:51:26"
285,Anonymous,"United States of America",none,3,"June 2019","
 June 20, 2019
",Exceptional,"Clean, great location, nice rooms.  Great staff.  Super helpful, professional and genuinely friendly.  Clearly the management gets the importance of “experience”..",NA,0,10,265,"2022-06-14 19:51:26"
286,Tori,"United States of America","Room with Queen Size Bed",1,"September 2019","
 September 14, 2019
","Great experience!","I arrived around 9am and was able to check-in right away which was amazing as I had a long trip from the US. The front desk agent was friendly and helpful - providing a map and easy directions to the train station. The room was spotless, simple in design but welcoming. Breakfast was delightful.",,0,10,271,"2022-06-14 19:51:26"
287,Soroosh,"United States of America","Room with Queen Size Bed",1,"September 2019","
 September 10, 2019
",Exceptional,,,0,9.6,271,"2022-06-14 19:51:26"
288,Betty,Germany,"Room with Queen Size Bed",1,"September 2019","
 September 9, 2019
",Wonderful,,,0,9.2,271,"2022-06-14 19:51:26"
289,Anonymous,Turkey,none,1,"September 2019","
 September 9, 2019
","Overnight stay for morning flight.","This hotel has what you'd expect from an airport hotel: Proximity to the airport, ease of check-in and a clean, quiet room. The reception staff has also been very helpful.",,0,9.2,271,"2022-06-14 19:51:26"
290,Satyanarayana,"United States of America","Room with King Size bed",1,"August 2019","
 August 31, 2019
",Exceptional,,,0,10,271,"2022-06-14 19:51:26"
291,László,Hungary,"Room with King Size bed",1,"August 2019","
 August 28, 2019
",Wonderful,"The breakfast was little bit expensive and only had a cold food...",,0,9.2,271,"2022-06-14 19:51:26"
292,Duncan,Luxembourg,"Room with King Size bed",1,"August 2019","
 August 25, 2019
",Good,"Still best value if overnighting for Frankfurt airport. Easy access, comfortable and staff always welcoming and helpful.","For first time one minor complaint; WiFi not working perfectly",0,7.1,271,"2022-06-14 19:51:26"
293,Stefan,Italy,"Room with Queen Size Bed",1,"August 2019","
 August 22, 2019
","Very Good",,,0,8.3,271,"2022-06-14 19:51:26"
294,Dirk,Canada,"Room with Queen Size Bed",1,"August 2019","
 August 20, 2019
",Exceptional,,,0,10,271,"2022-06-14 19:51:26"
295,Dorothee,Germany,"Room with King Size bed",1,"July 2019","
 August 17, 2019
","Great place, modern, clean and very friendly staff. Awesome value-for-money option.","I booked it for one night to travel to the airport in the morning and was pleasantly surprised by it's modern design, comfort and friendliness of the staff, considering the low price I paid.",,0,9.6,271,"2022-06-14 19:51:26"
296,Florian,Germany,"Room with Queen Size Bed",3,"July 2019","
 July 9, 2019
",Excellent,,,0,8.8,271,"2022-06-14 19:51:26"
297,Lora,Australia,"Room with Queen Size Bed",2,"June 2019","
 June 30, 2019
","They are friendly.","Modern and clean","They did a room service and we had a door card that was lost. We told reception and they replaced it straight away. For safety precautions all cards should be accounted for because anyone can access these rooms without the occupants knowing.",0,7.5,271,"2022-06-14 19:51:26"
298,Michael,Canada,"Room with Queen Size Bed",1,"May 2019","
 June 24, 2019
",Excellent,Quiet,"No convenience stall, not much to see.",0,8.8,271,"2022-06-14 19:51:26"
299,Zuzana,"Czech Republic","Room with Queen Size Bed",1,"May 2019","
 June 17, 2019
",Exceptional,,,0,10,271,"2022-06-14 19:51:26"
300,Daxesh,India,"Room with King Size bed",1,"May 2019","
 June 17, 2019
",Good,,,0,7.5,271,"2022-06-14 19:51:26"
301,Felix,Germany,"Standard Queen Room",1,"November 2021","
 November 14, 2021
","I would come again","Really nice Hotel, clean and super friendly staff. Especially the Receptionist and the Bar keeper where amazing. Everything was clean","A bit far from the City Center but close to the Airport.",0,7,253,"2022-06-14 19:51:26"
302,Anonymous,Ireland,none,3,"November 2021","
 November 14, 2021
",Good,,,0,7,253,"2022-06-14 19:51:26"
303,Loris,Singapore,"Standard Room",1,"October 2021","
 November 13, 2021
",Fair,,,0,5,253,"2022-06-14 19:51:26"
304,Mrjaysvision,Germany,"Premium Twin Room with Balcony",1,"August 2021","
 November 13, 2021
",Good,,,0,7,253,"2022-06-14 19:51:26"
305,Ali,Kuwait,"Standard Twin Room",3,"September 2021","
 November 11, 2021
",Wonderful,,,0,9,253,"2022-06-14 19:51:26"
306,Nithin,Qatar,"Deluxe Room",3,"November 2021","
 November 11, 2021
","The stay was good and comfortable","The hotel is perfect stay for either business or Leisure . Very good connectivity to public transport. The check-in and check out was super quick. The room size was pretty good","The breakfast menu need to be upgraded.",0,9,253,"2022-06-14 19:51:26"
307,Gul,"United Kingdom","Standard Room",3,"November 2021","
 November 11, 2021
",Wonderful,"It is perfect",,0,9,253,"2022-06-14 19:51:26"
308,Sogol,Iran,"Standard Queen Room",1,"November 2021","
 November 11, 2021
",Wonderful,,,0,9,253,"2022-06-14 19:51:26"
309,Nihan,Germany,"Standard Room",1,"November 2021","
 November 10, 2021
","Frankfurt biz-trip","Great location and good facility","Parking not included in room rate",0,10,253,"2022-06-14 19:51:26"
310,Ieva,Latvia,"Standard Room",1,"October 2021","
 November 10, 2021
","Was good.","Room was great, view - bad, no space for free parking, but very good breakfest.","Pool was broken, but I got breakfest for free as a "sorry"",0,6,253,"2022-06-14 19:51:26"
311,Jonathan,Australia,"Connected Family Rooms",1,"November 2021","
 November 9, 2021
",Wonderful,,,0,9,253,"2022-06-14 19:51:26"
312,Petros,Spain,"Standard Queen Room",3,"November 2021","
 November 8, 2021
",Wonderful,,,0,9,253,"2022-06-14 19:51:26"
313,Amanda,"United States of America","Premium Queen Room with City View",1,"November 2021","
 November 8, 2021
","Very Good","Everything was pretty good. We were in the area for a sports event for our children. It was a pretty quiet night, no complaints about noise. Breakfast in the morning had plenty to choose from. Staff was warm and welcoming.","Not much! Bathrooms are a little outdated but other than that, no complaints.",0,8,253,"2022-06-14 19:51:26"
314,Lynne,"United Kingdom","Standard Queen Room",1,"October 2021","
 November 8, 2021
",Exceptional,,,0,10,253,"2022-06-14 19:51:26"
315,Anonymous,"United States of America",none,1,"November 2021","
 November 7, 2021
",Exceptional,,,0,10,253,"2022-06-14 19:51:26"
316,Konstantina,Germany,"Connected Family Rooms",3,"November 2021","
 November 7, 2021
","Very Good",,,0,8,253,"2022-06-14 19:51:26"
317,Frank,Luxembourg,"Executive Suite",1,"November 2021","
 November 7, 2021
","Very Good",,,0,8,253,"2022-06-14 19:51:26"
318,Emine,Australia,"Standard Room",1,"November 2021","
 November 6, 2021
","Very Good","Rooms were very nice clean and comfortable",,0,8,253,"2022-06-14 19:51:26"
319,Maurice,"United Kingdom","Standard Twin Room",1,"August 2021","
 November 5, 2021
",Wonderful,"Room small",,0,9,253,"2022-06-14 19:51:26"
320,Dr,"Saudi Arabia","Standard Twin Room",1,"November 2021","
 November 5, 2021
","very good and clean","nice hotel , nice staff and the hote very clean and good location",,0,9,253,"2022-06-14 19:51:26"
321,Benza,Austria,"Standard Room",3,"October 2021","
 November 5, 2021
",Disappointing,breakfast,"Ohne warmwasser, ohne swimmingpool,",0,4,253,"2022-06-14 19:51:26"
322,Paunic,Serbia,"Standard Room",5,"November 2021","
 November 3, 2021
",Poor,,,0,3,253,"2022-06-14 19:51:26"
323,Othmane,France,"Standard Queen Room",3,"November 2021","
 November 2, 2021
",Wonderful,"Everything was clean and people very friendly","Not many people at the reception",0,9,253,"2022-06-14 19:51:26"
324,Jeff,Canada,"Premium Twin Room with Balcony",1,"November 2021","
 November 2, 2021
",Exceptional,,,0,10,253,"2022-06-14 19:51:26"
325,Merve,Turkey,"Standard Queen Room",2,"October 2021","
 November 1, 2021
",Adequate,"Quiet and well located furnitures in a small room","Car park was nice and very close to hotel but also very expensive, location was outside of city center so challenging if you dont have a car.",0,7,253,"2022-06-14 19:51:26"
326,Mihai,Romania,"Room with King Size bed",1,"August 2020","
 August 29, 2020
","Very Good",,,0,8,263,"2022-06-14 19:51:26"
327,Diana,Romania,"Room with King Size bed",3,"August 2020","
 August 28, 2020
","Not as good as expected","Great shower","The staff was never at the reception (no bell either). Bed and pillows not very comfortable (joined twin beds). Very small room (it was a little crowded for 2 people with 2 large luggages).",0,7,263,"2022-06-14 19:51:26"
328,Launois,Belgium,"Room with Queen Size Bed",2,"August 2020","
 August 20, 2020
",Wonderful,,,0,9,263,"2022-06-14 19:51:26"
329,Zuzana,Ireland,"Room with Queen Size Bed",1,"August 2020","
 August 11, 2020
","Excellent hôtel","Very clean, soundproof windows, very comfortable bed, fair price","All was good",0,10,263,"2022-06-14 19:51:26"
330,Joanna,Switzerland,"Room with King Size bed",1,"July 2020","
 July 16, 2020
",Good,,,0,7,263,"2022-06-14 19:51:26"
331,Amin,Germany,"Room with King Size bed",1,"June 2020","
 June 12, 2020
","Very Good",,,0,8,263,"2022-06-14 19:51:26"
332,Manuel,Germany,"Room with King Size bed",1,"March 2020","
 May 8, 2020
","Very Good","vegan breakfast options. lounge and bar.","not many proper seats for breakfast. Had to choose between standing or sitting in the lobby",0,8,263,"2022-06-14 19:51:26"
333,Akin,Turkey,"Room with King Size bed",1,"March 2020","
 March 15, 2020
","Very Good",,,0,8.3,263,"2022-06-14 19:51:26"
334,Daniel,Netherlands,"Room with King Size bed",1,"January 2020","
 February 17, 2020
",Excellent,,,0,8.8,263,"2022-06-14 19:51:26"
335,Johannes,Germany,"Room with King Size bed",1,"February 2020","
 February 4, 2020
",Good,,,0,7,263,"2022-06-14 19:51:26"
336,Anonymous,Slovenia,none,1,"February 2020","
 February 4, 2020
","Very Good",,,0,8.3,263,"2022-06-14 19:51:26"
337,Andrew,Germany,"Room with King Size bed",1,"February 2020","
 February 1, 2020
",Disappointing,"Clean,  modern and good quality food.","Room was too warm even with the heating turned off.  The traffic was too loud to have the window open. We also realised we had booked into the wrong hotel but the staff were unwilling to change our booking.",0,4,263,"2022-06-14 19:51:26"
338,Daniel,Netherlands,"Room with King Size bed",1,"January 2020","
 January 22, 2020
",Exceptional,,,0,9.6,263,"2022-06-14 19:51:26"
339,Evelyn,Portugal,"Room with King Size bed",2,"November 2019","
 November 21, 2019
","It was ok","Selection of breakfast meal","Small size of room",0,7,263,"2022-06-14 19:51:26"
340,Anthony,"South Korea","Room with King Size bed",2,"November 2019","
 November 20, 2019
",Exceptional,,,0,10,263,"2022-06-14 19:51:26"
341,Finley,Germany,"Room with King Size bed",1,"November 2019","
 November 10, 2019
",Good,,,0,7.1,263,"2022-06-14 19:51:26"
342,Agim,Kosovo,"Room with Queen Size Bed",1,"October 2019","
 October 29, 2019
","Very comfort Hotel!","I liked the comfort of this hotel. Besides the good location, secure parking, and courteous staff, the beds of this hotel are wonderful. We arrived very late, but we rested extremely well. I highly recommend anyone for this hotel.",Nothing!,0,10,263,"2022-06-14 19:51:26"
343,Nicky,"United Kingdom","Room with King Size bed",2,"October 2019","
 October 22, 2019
",Exceptional,,,0,10,263,"2022-06-14 19:51:26"
344,Anna,Germany,"Room with King Size bed",1,"September 2019","
 October 11, 2019
","Good option.","Comfortable room","No parking available",0,7.9,263,"2022-06-14 19:51:26"
345,Toine,Netherlands,"Room with King Size bed",2,"October 2019","
 October 8, 2019
",Exceptional,"in my eyes the best chain of hotels in Germany..... very good and friendly and devited staff....",,0,10,263,"2022-06-14 19:51:26"
346,Toine,Netherlands,"Room with King Size bed",2,"October 2019","
 October 4, 2019
",Exceptional,"what a great location! all friendly staff, room is superb and all facilities what you would like to expect from a hotel, we will come back !",,0,10,263,"2022-06-14 19:51:26"
347,Madison,Ireland,"Room with King Size bed",1,"October 2019","
 October 4, 2019
",Good,,,0,7,263,"2022-06-14 19:51:26"
348,Fiona,Netherlands,"Room with King Size bed",1,"September 2019","
 September 29, 2019
",Pleasant,,,0,6.7,263,"2022-06-14 19:51:26"
349,Ahmet,Germany,"Room with King Size bed",1,"September 2019","
 September 26, 2019
",Exceptional,,,0,9.6,263,"2022-06-14 19:51:26"
350,Guenther,Germany,"Room with King Size bed",1,"September 2019","
 September 22, 2019
",Exceptional,,,0,9.6,263,"2022-06-14 19:51:26"
351,Bobur,Uzbekistan,"Standard Double Room",4,"November 2021","
 November 26, 2021
",Good,,,0,7.5,269,"2022-06-14 19:51:27"
352,Bobur,Uzbekistan,"Standard Twin Room",6,"November 2021","
 November 26, 2021
",Good,,,0,7.5,269,"2022-06-14 19:51:27"
353,Bobur,Uzbekistan,"Standard Double Room",5,"November 2021","
 November 26, 2021
",Good,,,0,7.5,269,"2022-06-14 19:51:27"
354,Amro,"Saudi Arabia","Standard Double Room",2,"October 2021","
 November 24, 2021
",Exceptional,,,0,10,269,"2022-06-14 19:51:27"
355,Amro,"Saudi Arabia","Standard Twin Room",2,"October 2021","
 November 24, 2021
",Exceptional,,,0,10,269,"2022-06-14 19:51:27"
356,Dalit,Israel,"Standard Double Room",2,"November 2021","
 November 24, 2021
",Wonderful,,,0,9,269,"2022-06-14 19:51:27"
357,Madrim,Singapore,"King Suite",1,"November 2021","
 November 23, 2021
","Very Good",,,0,8,269,"2022-06-14 19:51:27"
358,Ribeuka,"South Korea","Standard Double Room",2,"November 2021","
 November 22, 2021
","Very Good",,,0,8,269,"2022-06-14 19:51:27"
359,Yousef,Jordan,"Standard Double Room",2,"November 2021","
 November 22, 2021
",Exceptional,,,0,10,269,"2022-06-14 19:51:27"
360,Theodor,Germany,"Superior Best View",1,"August 2021","
 November 19, 2021
",Wonderful,,,0,9,269,"2022-06-14 19:51:27"
361,Petric,Germany,"Superior Best View",1,"September 2021","
 November 19, 2021
",Exceptional,,,0,10,269,"2022-06-14 19:51:27"
362,Petric,Germany,"Superior Best View",1,"September 2021","
 November 19, 2021
",Exceptional,,,0,10,269,"2022-06-14 19:51:27"
363,Mitchell,"United Kingdom","Superior Best View",2,"November 2021","
 November 17, 2021
","Fabulous. I came for work but it was a pleasure.","The view was lovely, breakfast delicious in a very lovely space, chic and spacious and great variety. Absolutely loved it. The room was great, exactly what I needed and more.",,0,9,269,"2022-06-14 19:51:27"
364,Jenny,Germany,"Superior Best View",1,"September 2021","
 November 17, 2021
","The quality didn’t fit the price.","Good breakfast. Bed is comfortable. Bathroom and shower are well renovated. View is nice.","The cleaning service was only half done when I arrived. Trash can was on the table.The gutter in the Shower cabinet was opened. I even found rotten cheese in the fridge.",0,7,269,"2022-06-14 19:51:27"
365,Chris,Luxembourg,"Standard Double Room",1,"November 2021","
 November 15, 2021
",Good,"Comfortable, quiet room and good wifi and tv. Location is perfect for my purposes.","Stayed on the fish floor - was in urgent need of some decoration. I have stayed in the hotel many times and this was the time I felt it was looking tired. Reception staff were not as switched as usual. Information lost, instructions not passed on to the next shift.",0,7,269,"2022-06-14 19:51:27"
366,Bobur,Uzbekistan,"Standard Double Room",1,"November 2021","
 November 15, 2021
",Exceptional,,,0,10,269,"2022-06-14 19:51:27"
367,Faisal,Kuwait,"King Suite",2,"November 2021","
 November 14, 2021
",Wonderful,,,0,9,269,"2022-06-14 19:51:27"
368,Airita,Germany,"Superior Best View",1,"November 2021","
 November 14, 2021
","amazing hotel and beautiful view","Completly everything.",,0,10,269,"2022-06-14 19:51:27"
369,Cara,Germany,"Superior Best View",1,"November 2021","
 November 14, 2021
","I shall return!","friendly, welcoming, unpretentious and comfortable","the location isn’t that great for the centre of town - not far enough to take a taxi and a little too far to walk. Problems in paradise;-)",0,10,269,"2022-06-14 19:51:27"
370,Nicolas,Cyprus,"Superior Best View",4,"November 2021","
 November 14, 2021
","Very Good","Amazing view",,0,8,269,"2022-06-14 19:51:27"
371,Róisín,Ireland,"Standard Double Room",2,"September 2021","
 November 14, 2021
",Exceptional,"location was convenient, room and bathroom were clean and decorated in a peaceful minimalist way.","the dark corridor to the bedrooms",0,10,269,"2022-06-14 19:51:27"
372,Amir,Israel,"Standard Double Room",3,"November 2021","
 November 12, 2021
","great place, good value for money, excellent breakfast","location, windows with view, breakfast","the floor wasn’t clean when getting out of the elevator in our floor during the whole stay",0,8,269,"2022-06-14 19:51:27"
373,Vladislav,Germany,"Superior Best View",2,"September 2021","
 November 11, 2021
",Exceptional,,,0,10,269,"2022-06-14 19:51:27"
374,Alaa,"Saudi Arabia","Standard Twin Room",1,"November 2021","
 November 11, 2021
",Good,"Room size, view, ....","No hot ⁰air-conditioning 
Bed mattress is very bad",0,7,269,"2022-06-14 19:51:27"
375,Mingtoro,"United Kingdom","Standard Double Room",2,"October 2021","
 November 8, 2021
","Good value central location","Room was good for the price, location was very good, and view was great. Much better value than Roomers down the street","Mirror in the hallway was severely cracked, which was a bit weird as it showed the hotel did not care too much about appearances.",0,8,269,"2022-06-14 19:51:27"
376,نزار,"Saudi Arabia","King Room",1,"September 2019","
 October 13, 2019
",Exceptional,,,0,10,253,"2022-06-14 19:51:27"
377,Christian,Belgium,"Queen Room - Non-Smoking",1,"September 2019","
 October 11, 2019
","Very good location for stop over in Frankfurt, near the airport and easy access to downtown","Very good location on the way to the airport but at the same time easy access to downtown with convenient public transportation in front of the hotel. Excellent value for money",,0,8.8,253,"2022-06-14 19:51:27"
378,Marek,Slovakia,"Twin Room",2,"September 2019","
 October 7, 2019
",Exceptional,,,0,9.6,253,"2022-06-14 19:51:27"
379,Julie,"New Zealand","Queen Room - Non-Smoking",1,"October 2019","
 October 7, 2019
",Excellent,,,0,8.8,253,"2022-06-14 19:51:27"
380,Anonymous,"United Kingdom",none,2,"October 2019","
 October 6, 2019
",Fair,"The staff were polite 
Breakfast  excellent.","The noise from fans outside.The room wasn't  cleaned  properly. Requested  a move from our 1st room 624 smelly toilet from the drains  not able  to open veranda  door or window .asked reception  staff were  nearest  supermarket  was and sent in the wrong direction had to get a tram back 3 stops .we would not stay there  again.",0,5.4,253,"2022-06-14 19:51:27"
381,Anonymous,Jordan,none,5,"September 2019","
 October 6, 2019
","Good hotel but a little far from city center.","Everything was good.","The coffee machine wasnt working and it was difficult to ask for coffee with cream each morning at breakfast since there were too many people to serve. Also, there was no close supermarket or grocery around the hotel.",0,6,253,"2022-06-14 19:51:27"
382,Anonymous,Germany,none,1,"October 2019","
 October 6, 2019
",Fine,"24 hour room service was not available at 10PM",,0,6.7,253,"2022-06-14 19:51:27"
383,Diserhio,Ukraine,"Queen Room - Non-Smoking",1,"September 2019","
 October 4, 2019
","Typical 4-star hotel mostly for business travelers","Friendly staff, nice and clean room with bath and all expected conveniences, free Wi-Fi. Close to airport. Tram/bus stop right in front of an entrance and S-bahn 900 meters away.","Wi-Fi was a little bit wonky. Not so central location, though it is ok if you are traveling by car or using taxi/Uber.",0,8.8,253,"2022-06-14 19:51:27"
384,Robin,Germany,"King Room",1,"October 2019","
 October 3, 2019
",Excellent,,,0,8.8,253,"2022-06-14 19:51:27"
385,Miniix,"United Kingdom","Queen Room - Non-Smoking",1,"October 2019","
 October 2, 2019
",Exceptional,"The room was very clean.
The bathroom was very lovely.
We were given tea condiments and soaps, shampoos, etc, which was very convenient.
The room was very well equipped with an iron, hairdryer etc.","It was a little far from the airport.",0,10,253,"2022-06-14 19:51:27"
386,Walid_khbaiz,Kuwait,"Twin Room",3,"September 2019","
 September 27, 2019
",Exceptional,,,0,10,253,"2022-06-14 19:51:27"
387,Simon,Hungary,"Queen Room - Non-Smoking",2,"September 2019","
 September 27, 2019
",Exceptional,"Everything was above expectations. I have never experienced such a high level of cleanliness in a hotel before, the bed was soft, and I particularly liked the speakers in the bathroom. Nice fitness area, the pool is big enough for a pleasant swim in the evening (it is also great that it is open until 10 p.m). Last but not least, they can take care of your luggage free of charge, which makes exploring the city easier before check-in/after check-out.","I can't mention any, maybe the hotel is a bit far from the city centre, but the tram stops right in front of it. If you want to save money on the public transport, which is quite expensive, you might want to choose a place closer to the centre. But altogether, I do not think I could find a better hotel in Frankfurt taking the value for money into consideration.",0,10,253,"2022-06-14 19:51:27"
388,Anonymous,Poland,none,3,"September 2019","
 September 24, 2019
",Wonderful,,,0,9.2,253,"2022-06-14 19:51:27"
389,Drazimir,Croatia,"Queen Room - Non-Smoking",2,"September 2019","
 September 23, 2019
",Okay,,,0,5.8,253,"2022-06-14 19:51:27"
390,Jaco,"United Kingdom","Twin Room",2,"September 2019","
 September 23, 2019
",Wonderful,,,0,9.2,253,"2022-06-14 19:51:27"
391,Aram,Armenia,"Queen Room - Non-Smoking",3,"September 2019","
 September 22, 2019
",Good,,,0,7.5,253,"2022-06-14 19:51:27"
392,Bernard,"United Kingdom","Standard Room",1,"September 2019","
 September 22, 2019
","You really don’t want to know","Leaving there","All xtra prices for everything",0,3.5,253,"2022-06-14 19:51:27"
393,Anonymous,"South Africa",none,1,"September 2019","
 September 22, 2019
",Good,,,0,7.5,253,"2022-06-14 19:51:27"
394,Ion,"United Kingdom","Twin Room",1,"September 2019","
 September 22, 2019
",Pleasant,,,0,6.7,253,"2022-06-14 19:51:27"
395,Igor,Slovenia,"Standard Room",2,"September 2019","
 September 21, 2019
","Very Good","Personal, view, breakfast...","Only one blanket on a double bed, shower should be renovated...",0,8.3,253,"2022-06-14 19:51:27"
396,Stéphane,Germany,"Twin Room",1,"September 2019","
 September 21, 2019
",Good,"Easy access, very quiet and the personal",,0,7.9,253,"2022-06-14 19:51:27"
397,Marc,Lebanon,"King Room",2,"September 2019","
 September 21, 2019
",Okay,,,0,5.8,253,"2022-06-14 19:51:27"
398,Aseel,"United Kingdom","Queen Room - Non-Smoking",1,"September 2019","
 September 21, 2019
",Exceptional,,,0,10,253,"2022-06-14 19:51:27"
399,Rakesh,"United Kingdom","King Room",1,"September 2019","
 September 20, 2019
",Stay,"Proximity to public transport","Toilet was leaking",0,3.8,253,"2022-06-14 19:51:27"
400,David,"United Kingdom","Standard Room",1,"September 2019","
 September 19, 2019
",Excellent,"nice business hotel, good room amenities. Comfortable and good location for early flights (22 Eur taxi ride to airport)","Sheets were poor quality (very scratchy). Hair dryer didn't work.",0,8.8,253,"2022-06-14 19:51:27"
401,João,Luxembourg,"Queen Room",1,"April 2022","
 April 21, 2022
",Wonderful,,,0,9,268,"2022-06-14 19:51:27"
402,Steven,Ireland,"King Room",1,"April 2022","
 April 21, 2022
",Wonderful,,,0,9,268,"2022-06-14 19:51:27"
