review_id,reviewer_nickname,reviewer_location,room_type,number_nights,trip_type,stay_date,review_date,review_title,positive_review_text,negative_review_text,photos,rating,id_property,insert_time,,,,,,
1901,Delwyn,South Africa,Standard Single Room,7,Solo traveler,Oct-19,7-Oct-19,"Comfortable, clean, great location","The hotel was clean, very comfortable, with friendly and helpful staff. 
The hotel is very close to the u-Bahn. 
There is a convenience store across the road, as well as a couple of small restaurants that offer take aways.",Everything was perfect.,0,10,289,6/23/2022 9:46,,,,,,
1902,Nurulhuda,Brunei,Standard Double Room,1,Group,Sep-19,7-Oct-19,The receptionist(Ms Piyanka) was so nice and attentive.Good location for those EDIC exam candidates.,Very spacious and clean,,0,10,289,6/23/2022 9:46,,,,,,
1903,Robin,South Africa,Standard Double Room,2,Couple,Sep-19,3-Oct-19,Good location for exploring Berlin,The room was spacious and well equipped. The breakfast was excellent. Good parking for a car.,Nothing.,0,10,289,6/23/2022 9:46,,,,,,
1904,Hagit,Israel,Standard Single Room,4,Solo traveler,Sep-19,29-Sep-19,Wonderful,,,0,9,289,6/23/2022 9:46,,,,,,
1905,NULL,Malaysia,NULL,1,Couple,Sep-19,28-Sep-19,Exceptional,Location is very convenient to public transport.,No much restaurant around the hotel.,0,9.6,289,6/23/2022 9:46,,,,,,
1906,NULL,United States of America,NULL,2,Solo traveler,Sep-19,27-Sep-19,Exceptional,great room and bathroom,,0,9.6,289,6/23/2022 9:46,,,,,,
1907,Craig,New Zealand,Standard Double Room,2,Couple,Sep-19,22-Sep-19,Wonderful,"Trying to get in was very difficult. No drop off point and then had to press the bell 4 times and We had to make 2 phone calls just to get in the front door and this was just before 2pm. Also had problems exiting car park due to not knowing German, would have been helpful with a map as this car park is connected to the Hospital, there was two ways to get out but only one worked for us and we weren’t told which one it was. 
Accomodation was clean, tidy and comfortable.",,0,9.2,289,6/23/2022 9:46,,,,,,
1908,Anna,United States of America,Standard Single Room,1,Group,Sep-19,21-Sep-19,Exceptional,It was a very comfortable stay in a nicest and quiet guesthouse. Everyone was very helpful and we felt welcome.,,0,9.6,289,6/23/2022 9:46,,,,,,
1909,Antonia,Italy,Standard Double Room,1,Group,Sep-19,19-Sep-19,Poor,,,0,3.3,289,6/23/2022 9:46,,,,,,
1910,Kwok,Hong Kong,Standard Single Room,3,Solo traveler,Aug-19,7-Sep-19,Excellent,,,0,8.8,289,6/23/2022 9:46,,,,,,
1911,Willem,Netherlands,Superior Queen Room,4,Couple,Sep-21,10-Sep-21,No value for money,"o value for money. The Superior Queen Sized rooms at €150 a night, are in reality cabins ,lIke on a ship, very basic , very noisy but clean. The Hotel has a dark interior. Wifi is moderate with some restrictions for Europeans, if it comes to watching local Television.The five star rating is misleading. i have stayed in Meridian Hotels before but this one, we found disappointing.",,0,4,301,6/23/2022 9:46,,,,,,
1912,Nigel,United Kingdom,Superior Queen Room,1,Solo traveler,Sep-21,7-Sep-21,Very Good,Location and parking,,0,8,301,6/23/2022 9:46,,,,,,
1913,Hanru,South Africa,Superior Queen Room,1,Solo traveler,Sep-21,5-Sep-21,Wonderful,,,0,9,301,6/23/2022 9:46,,,,,,
1914,Chika,Germany,King Room Chic Palais,1,Family,Aug-21,2-Sep-21,It was far below our expectation.. (maybe our expectation was too high..),I don't particularly remember the good points...,"When we checked in, the hotel staff found out that my booking was not properly recorded. So they made a re-booking, which was fine. What I didn't understand is that they kept us waiting for a long time without any drink. Since I have a confirmation of booking at my hand, it was the hotel's fault for not finding my reservation. Usually, if it's five stars hotel, the staff is well trained, and if this kind of thing happens, they apologize first and at least offer something to drink. Apology... maybe yes, but no offer nor upgrade after a long wait. I stayed at many four stars and five stars hotels in the past, and Meridien is one of my favorite chains, but this stay was very disappointing from the beginning. The hotel room is normal, nothing interesting nor attractive. I usually don't write complaints here, but I cannot do but write this time as I was very disappointed.",0,6,301,6/23/2022 9:46,,,,,,
1915,Mubarak,Kuwait,King Room Chic Palais,1,Couple,Aug-21,23-Aug-21,Exceptional,Staff was really nice and friendly,,0,10,301,6/23/2022 9:46,,,,,,
1916,Robert,Ireland,Single Guest Room,1,Solo traveler,Aug-21,22-Aug-21,Exceptional,,,0,10,301,6/23/2022 9:46,,,,,,
1917,Maria,Malta,King Room Chic Palais,1,Group,Aug-21,19-Aug-21,Exceptional,,,0,10,301,6/23/2022 9:46,,,,,,
1918,Sergey,Switzerland,Single Guest Room,2,Group,Aug-21,16-Aug-21,Exceptional,The sauna was good.,Parking is quite expensive 32EUR day and I didn't see this in the description.,0,10,301,6/23/2022 9:46,,,,,,
1919,Bader,Saudi Arabia,Superior Twin Room,1,Solo traveler,Aug-21,16-Aug-21,Bad,,,0,1,301,6/23/2022 9:46,,,,,,
1920,Nelly,United States of America,Superior Queen Room,1,Solo traveler,Jul-21,7-Aug-21,I'll be  returning  for  sure,Frontdesk  very efficient,,0,10,301,6/23/2022 9:46,,,,,,
1921,Michael,Switzerland,Single Guest Room,1,Solo traveler,Aug-21,5-Aug-21,Very Good,,,0,8,301,6/23/2022 9:46,,,,,,
1922,Nikolai,Vietnam,Superior Queen Room,4,Couple,Jul-21,2-Aug-21,Wonderful,Location and service was nice.,"Way to much noice from the utility room next door...Other than that it was nice :)",0,9,301,6/23/2022 9:46,,,,,,
1923,Samridha,Germany,Superior Queen Room,1,Couple,Jul-21,2-Aug-21,Awful staff in general but quiet and clean rooms. Not an exceptional stay.,"The breakfast was pretty good. I wouldn't say exceptional but, the staff during breakfast service were friendly and the food itself was good.  The room was quiet and clean and importantly quiet despite being so close to the Frankfurt central station.","The staff in general were, I would go as far as saying blatantly racist. We waited at the front desk for several minutes while the receptionist was on a call. He saw us, but as soon as he was done, he made a  beeline to help the caucasian customers. Only after giving him a shrug and stare did he even bother coming to serve us at the front of the line.  The staff working the bar and restaurant were equally abysmal. We had to collect pieces of cutlery and go to the bar for service despite it being a sit-down dinner. (Let me point out we were the only guests dining in at the time too).  The service and attitude were disgusting. The only reason I didn't give a worse rating is because the breakfast staff were friendly. This should be a pre-requisite but it seems at this hotel, I have to point out who was and wasn't. Overall this is not an exceptional hotel as it is marketed to be. It was a complete waste of money.",0,5,301,6/23/2022 9:46,,,,,,
1924,Garrett,Germany,Superior Queen Room,1,Couple,Jul-21,29-Jul-21,"My stay was comfortable, and safe, but parking was very disappointing.",We really loved the aesthetics of the elevators.,"We were disgusted on how much parking was for paying guests especially when parking around the hotel is free!      Le Meridien is one of my favorite hotel branches, but in some aspects, I just don't appreciate as a loyal customer especially during covid times.",0,7,301,6/23/2022 9:46,,,,,,
1925,Sara,Qatar,Superior Twin Room,2,Family,Jul-21,26-Jul-21,Good,,,0,7,301,6/23/2022 9:46,,,,,,
1926,Răzvan,Romania,Queen Room Chic Palais,1,Family,Jul-21,25-Jul-21,Very Good,,,0,8,301,6/23/2022 9:46,,,,,,
1927,Samaher,Israel,Superior Queen Room,7,Family,Jul-21,25-Jul-21,Fair,Staff was friendly,"A well below expected standard. Dirty, aged, sad. Room was poor to fair.",0,5,301,6/23/2022 9:46,,,,,,
1928,Ali,Sweden,Superior Queen Room with Skyline View,3,Group,Jul-21,19-Jul-21,Exceptional,,,0,10,301,6/23/2022 9:46,,,,,,
1929,Kayra,Turkey,Superior Queen Room with Skyline View,1,Couple,Jul-21,18-Jul-21,Pleasant,Location,"Poor breakfast
Very low energy lobby personnel
Room doesn’t worth the money",0,6,301,6/23/2022 9:46,,,,,,
1930,Jeanne,United States of America,Queen Room Chic Palais,1,Couple,Jul-21,18-Jul-21,A complete disaster,I had a terrible time at le Meridien Frankfort. In fact I cannot believe how many things went wrong in such a short stay. The level of incompetence is mesmerizing. Avoid it at all costs.,,0,2,301,6/23/2022 9:46,,,,,,
1931,Szabolcs,Hungary,Superior Queen Room,2,Couple,Jul-21,15-Jul-21,Good,"Old town is 15m walk. The Main river is very close, one can easily go on a run from the hotel. Many shops and restaurants are around. Good breakfast. Paid private parking available, although wasn’t very easy to find.",It’s not the nicest area of Frankfurt. You can literally stumble upon homeless drug-addicts as you step outside the hotel. I’d probably not walk around here alone in the dark.,0,7,301,6/23/2022 9:46,,,,,,
1932,Enver,United States of America,Superior Twin Room,1,Solo traveler,Jun-21,13-Jun-21,Fair,"a bunch of homeless and addicts in the area, there are much better hotels in old town",,0,5,301,6/23/2022 9:46,,,,,,
1933,Antony,United Kingdom,Single Guest Room,1,Group,May-21,22-May-21,Wonderful,"How welcoming they were, all be it through a pandemic and Germany were in lockdown. We were travelling on business.",,0,9,301,6/23/2022 9:46,,,,,,
1934,Enrique,Sweden,Superior Queen Room,3,Couple,May-21,11-May-21,Good,Very nice staff.,"The breakfast lacked quality products, for example the bread was badly defrosted.",0,7,301,6/23/2022 9:46,,,,,,
1935,Samrawit,Germany,Deluxe King Room,1,Couple,May-21,3-May-21,Wonderful,,,0,9,301,6/23/2022 9:46,,,,,,
1936,Mohammed,Kuwait,Standard Double Room,2,Couple,Dec-21,20-Dec-21,Disappointing,there is no water boiler in the rooms / they say breakfast tell 11 and remove before 11,,0,4,287,6/23/2022 9:46,,,,,,
1937,Belinda,Germany,Standard Double Room,2,Couple,Dec-21,20-Dec-21,the hotel is really beautiful and it has a location. Everything is just beautiful. Enjoyed my stay there,it’s so modern,nothing,0,10,287,6/23/2022 9:46,,,,,,
1938,Melissa,Colombia,Standard Double Room,2,Family,Dec-21,20-Dec-21,Great Dog-friendly hotel at Stuttgart,"Rooms size are good enough even for having a big dog with you ( mountain bernes). The breakfast is perfect and the restaurant is super nice, with an amazing retro-atmosphere. The staff is great, friendly and willing always to help.",,0,10,287,6/23/2022 9:46,,,,,,
1939,Endrit,Switzerland,Standard Double Room,1,Family,Dec-21,19-Dec-21,Modern,"Clean, modern, price",Location,0,9,287,6/23/2022 9:46,,,,,,
1940,Ahmad,Germany,Standard Double Room,4,Group,Oct-21,12-Dec-21,Wonderful,,,0,9,287,6/23/2022 9:46,,,,,,
1941,Alexandru,Romania,Standard Double Room,2,Group,Nov-21,7-Dec-21,Great short stay in Stuttgart,"we were a group of 4 people. It was a great place to stay while visiting Stuttgart and the surroundings.Free parking in front of the hotel. the staff was great (helpful and polite).Good breakfast.we had rooms at the 7th floor with a nice view.","The bed covers were separate instead of one large one.the rooms were a bit smaller than the Niu hotel in Nuremberg",0,9,287,6/23/2022 9:46,,,,,,
1942,Denys,Ukraine,Standard Double Room,1,Solo traveler,Nov-21,4-Dec-21,Exceptional,,,0,10,287,6/23/2022 9:46,,,,,,
1943,Mariglen,United Kingdom,Standard Double Room,1,Solo traveler,Dec-21,3-Dec-21,Poor,stuff very rude,,0,3,287,6/23/2022 9:46,,,,,,
1944,Xeniya,Ukraine,Standard Double Room,1,Solo traveler,Sep-21,30-Nov-21,Exceptional,,,0,10,287,6/23/2022 9:46,,,,,,
1945,Jakarshan,Switzerland,Superior Double Room,1,Couple,Nov-21,29-Nov-21,Very Good,,,0,8,287,6/23/2022 9:46,,,,,,
1946,Alexios,Greece,Standard Double Room,1,Solo traveler,Nov-21,26-Nov-21,"10/10 for sure, I will stay at this hotel next time again!","excellent design , super modern decoration , strongly suggested for young people !
The guys in the reception were very good!",no negative comments,0,10,287,6/23/2022 9:46,,,,,,
1947,Devanathan,Belgium,Standard Double Room,1,Solo traveler,Nov-21,25-Nov-21,Exceptional,,,0,10,287,6/23/2022 9:46,,,,,,
1948,Rene,Luxembourg,Standard Double Room,2,Solo traveler,Oct-21,25-Nov-21,Good,,,0,7,287,6/23/2022 9:46,,,,,,
1949,Armen,Bosnia and Herzegovina,Standard Double Room,1,Couple,Oct-21,22-Nov-21,Exceptional,,,0,10,287,6/23/2022 9:46,,,,,,
1950,John,Belgium,Standard Double Room,1,Couple,Nov-21,21-Nov-21,Very Good,The interior design,,0,8,287,6/23/2022 9:46,,,,,,
1951,Selçuk,Turkey,Standard Double Room,1,Group,Oct-21,17-Nov-21,Exceptional,,,0,10,287,6/23/2022 9:46,,,,,,
1952,Eleonora,United Kingdom,Superior Double Room,1,Family,Nov-21,12-Nov-21,Very Good,,,0,8,287,6/23/2022 9:46,,,,,,
1953,Joanna,Germany,Standard Double Room,1,Couple,Nov-21,8-Nov-21,It was a great stay :),,,0,8,287,6/23/2022 9:46,,,,,,
1954,Michal,Slovakia,Standard Double Room,3,Solo traveler,Oct-21,8-Nov-21,Wonderful,,,0,9,287,6/23/2022 9:46,,,,,,
1955,Tk-ch,Switzerland,Standard Double Room,1,Solo traveler,Oct-21,8-Nov-21,Good one,,,0,8,287,6/23/2022 9:46,,,,,,
1956,Tk-ch,Switzerland,Standard Double Room,3,Solo traveler,Sep-21,8-Nov-21,Very Good,,,0,8,287,6/23/2022 9:46,,,,,,
1957,Beatrice,Switzerland,Standard Double Room,1,Solo traveler,Oct-21,3-Nov-21,Good hotel for a short stay!,Cleaniness; soundproof walls; comfortable beds; friendly receptionists; garage; enough space for a stay for a few days ;-),"Despite the soundproof walls, one could hear the doors of other rooms closing....No smalll welcome gift as a bottle of water, no water cooker (which has more value for me than the TV.....)Would be nice to have some suspension hooks  - at least for the big towel in the bathroom.While taking a shower, quite a lot of water ends up on the bathroom floor and gets quite wet since the opening to the shower is too wide....",0,8,287,6/23/2022 9:46,,,,,,
1958,Tram,Norway,Standard Double Room,1,Couple,Oct-21,31-Oct-21,Disappointing,Ok,,0,4,287,6/23/2022 9:46,,,,,,
1959,Shauny,China,Standard Double Room,2,Group,Oct-21,29-Oct-21,Exceptional,,,0,10,287,6/23/2022 9:46,,,,,,
1960,Rakya,Germany,Superior Double Room,1,Couple,Oct-21,20-Oct-21,Wonderful,"I have to say everything. The hotel seems brand new, the beds were super comfy, it felt like being in a flat and not hotel, the design of the room is great. Parking is 12€ per day, which i find affordable. The vending machines are quite pricey. I will definitely book again.",The vending machines are quite pricey.,0,9,287,6/23/2022 9:46,,,,,,
1961,NULL,Spain,NULL,1,Solo traveler,Nov-19,15-Nov-19,Good,"Nice building, and views.","Allocated in the last floor 20th, the elevator noise all the night was crazy",0,7.1,297,6/23/2022 9:46,,,,,,
1962,Mohammad,Iran,Standard Double Room,2,Family,Nov-19,14-Nov-19,Good,,,0,7,297,6/23/2022 9:46,,,,,,
1963,Youssef,Morocco,Standard Double Room,2,Solo traveler,Nov-19,14-Nov-19,Exceptional,,,0,9.6,297,6/23/2022 9:46,,,,,,
1964,Clemens,United Kingdom,Standard Double Room,2,Couple,Nov-19,14-Nov-19,Good,Great original room layout,Reception is notoriously understaffed for volume of guests. Needs to be doubled in size. Vintage lamps are nice but unreliable,0,7,297,6/23/2022 9:46,,,,,,
1965,Amir,United Kingdom,Superior Best View,6,Group,Nov-19,13-Nov-19,Good,,,0,7.5,297,6/23/2022 9:46,,,,,,
1966,NULL,Spain,NULL,1,Solo traveler,Nov-19,13-Nov-19,Excellent,Nice hotel close to the business area,Lights in 4th floor corridor not enough. I recommend them to paint the walls in a more clear colour,0,8.8,297,6/23/2022 9:46,,,,,,
1967,NULL,Bangladesh,NULL,4,Solo traveler,Nov-19,13-Nov-19,Fair,,,0,5.4,297,6/23/2022 9:46,,,,,,
1968,Iliyan,United States of America,Superior Best View,3,Couple,Nov-19,13-Nov-19,Exceptional,,,0,10,297,6/23/2022 9:46,,,,,,
1969,NULL,United Kingdom,NULL,1,Solo traveler,Oct-19,12-Nov-19,Fair,,,0,5.4,297,6/23/2022 9:46,,,,,,
1970,Sunil,United Kingdom,Superior Best View,1,Group,Nov-19,12-Nov-19,Very Good,,,0,8,297,6/23/2022 9:46,,,,,,
1971,Fisnik,Kosovo,Standard Double Room,2,Solo traveler,Nov-19,12-Nov-19,Pleasant,"Rooms were very good, comfortable and cleaned,, location is near to train station and other facilities.","One thing that is very urgent and  necessary to be improved  is the breakfast  because is very poor,,",0,6.9,297,6/23/2022 9:46,,,,,,
1972,Ilias,Germany,Superior Best View,2,Couple,Nov-19,12-Nov-19,Excellent,"Very nice location, you can also walk to the town centre it takes about 15 minutes.
The room view was good.!
The staff was friendly.
The room was a little bit dusty.
Breakfast was good.
The free mini bar got plenty of drinks like coffee ,wine etc.
The underground parking is on the other side of the road. But I was able to park in front of the hotel.","The step on the side of the bed is a bit dangerous, when it's quite dark you can't see it° I fell once.
We hang on our door the sign DND (Do Not Disturb) but the room cleaner staff ignored it. She rang the bell once and exactly at the same time she opened the door and got in to the room. That was really annoying and disrespectful.!!!",0,8.8,297,6/23/2022 9:46,,,,,,
1973,Milla,Bulgaria,Superior Best View,2,Group,Nov-19,10-Nov-19,Exceptional,,,0,9.6,297,6/23/2022 9:46,,,,,,
1974,Tytti,Finland,Standard Double Room,2,Couple,Nov-19,10-Nov-19,Good,Amazing breakfast. Great location in the city and spacious and clean room.,"The reception did not provide any details about its facilities (breakfast timing, check out times etc) on arrival. The telephone in the room did not work especially for room service. I had to pick my food order up.",0,7.1,297,6/23/2022 9:46,,,,,,
1975,Leon,South Africa,Standard Double Room,1,Couple,Oct-19,10-Nov-19,Good,"Friendly staff, nice room and walking distance to city centre",,2,7.5,297,6/23/2022 9:46,,,,,,
1976,Liv,China,Superior Best View,2,Solo traveler,Nov-19,10-Nov-19,Excellent,8 minute walk from main station.  Easy to find.  Free minibar.,,0,8.8,297,6/23/2022 9:46,,,,,,
1977,Maria,Germany,Standard Double Room,1,Solo traveler,Nov-19,9-Nov-19,Pleasant,The location was nice. Convenient if you want to transfer.,It was not spotless clean..not great view and the stuff were not so helpful..,0,6.2,297,6/23/2022 9:46,,,,,,
1978,NULL,India,NULL,5,Solo traveler,Nov-19,9-Nov-19,Good,,,0,7.1,297,6/23/2022 9:46,,,,,,
1979,Shruti,Germany,Superior Best View,1,Group,Nov-19,9-Nov-19,Fair,Hotel is good and clean.,"Central heating temperature very high. No option to reduce heat inside room. Made many complaints but no one to address the issue. 
Also they didn't informed about that mini bar is free. After I asked at reception then only they told that too not in happy manner.",0,5.4,297,6/23/2022 9:46,,,,,,
1980,Dong,China,Standard Double Room,2,Solo traveler,Nov-19,9-Nov-19,Good,,,0,7.5,297,6/23/2022 9:46,,,,,,
1981,Maurice,United States of America,Standard Double Room,1,Family,Oct-19,8-Nov-19,Good,,,0,7,297,6/23/2022 9:46,,,,,,
1982,Jose,Israel,Superior Best View,1,Solo traveler,Nov-19,8-Nov-19,Wonderful,Very stylish room with a beautiful skyline view.,,0,9.2,297,6/23/2022 9:46,,,,,,
1983,Baptiste,France,Superior Best View,2,Couple,Oct-19,8-Nov-19,Good,,,0,7.1,297,6/23/2022 9:46,,,,,,
1984,Janne,Estonia,Superior Best View,1,Solo traveler,Nov-19,8-Nov-19,Exceptional,I could not dial fast 5(for food pickup service). Perhaps better instructions by the phone needed.,,0,9.6,297,6/23/2022 9:46,,,,,,
1985,Jeffrey,Australia,Standard Double Room,3,Couple,Nov-19,5-Nov-19,Good,,,0,7.1,297,6/23/2022 9:46,,,,,,
1986,Yana,Israel,Queen Room - Mobility Access,2,Solo traveler,Feb-20,9-Feb-20,Wonderful,"The location of the hotel is very good, breakfast is perfect.
The room is clean. Comfortable bed and pillows. 
There is a bar downstairs, prices are fine and you can have a snack. 
In the room you can make tea or coffee, which is always nice.","I booked a regular room but I got a handicap room.
No refrigerator in the room.",3,9,290,6/23/2022 9:46,,,,,,
1987,Elina,Latvia,Double Room Standard,3,Couple,Feb-20,2-Feb-20,Good,,,0,7.1,290,6/23/2022 9:46,,,,,,
1988,Hadhy,Indonesia,Double Room with Comfort Sofa Bed,2,Family,Jan-20,1-Feb-20,overall is good,breakfast and staff receptionist,"kitchen staff, the old lady was unfriendly. others were ok.",1,7,290,6/23/2022 9:46,,,,,,
1989,Anna,Italy,Twin Room Standard,2,Couple,Jan-20,1-Feb-20,Very Good,,,0,8,290,6/23/2022 9:46,,,,,,
1990,Daniel,United Kingdom,Double Room with Comfort Sofa Bed,2,Solo traveler,Jan-20,30-Jan-20,A really great little hotel in an excellent location. I'll be back for sure.,"Comfortable, clean rooms. Great location. Staff very helpful and friendly.",,0,9,290,6/23/2022 9:46,,,,,,
1991,Antonio,Malta,Double Room with Comfort Sofa Bed,2,Group,Jan-20,30-Jan-20,Wonderful,,,2,9,290,6/23/2022 9:46,,,,,,
1992,Natalia,Russia,Double Room with Comfort Sofa Bed,3,Group,Jan-20,29-Jan-20,Very Good,"The breakfast was very good, the rooms are very clean and staff friendly.  The location is nice and the hotel in general very cozy. Would stay here again with pleasure","The sleepers are not in the room, you should ask for sleepers at the reception (there is no notice that we should specifically ask for them); telephones between the rooms do not work; we missed small refrigerator in the room - it would be very convenient to have one.",0,8,290,6/23/2022 9:46,,,,,,
1993,Khaled,Kuwait,Twin Room Standard,3,Couple,Jan-20,29-Jan-20,Exceptional,,,0,10,290,6/23/2022 9:46,,,,,,
1994,Inese,Latvia,Double Room with Comfort Sofa Bed,4,Couple,Jan-20,28-Jan-20,Exceptional,"Excelent location, staff, cleanless and brekfest",,0,10,290,6/23/2022 9:46,,,,,,
1995,Samantha,United Kingdom,Double Room Standard,3,Couple,Jan-20,28-Jan-20,Exceptional,,,0,10,290,6/23/2022 9:46,,,,,,
1996,Khaled,Kuwait,Double Room with Comfort Sofa Bed,2,Family,Jan-20,26-Jan-20,Good,,,0,7.5,290,6/23/2022 9:46,,,,,,
1997,Rosette,Malta,Queen Room - Mobility Access,3,Couple,Jan-20,26-Jan-20,Excellent,Very good location in the heart of the city. Hotel very clean and very good breakfast. Definately I will stay here again.,Nothing,0,10,290,6/23/2022 9:46,,,,,,
1998,Elizabeth,United Kingdom,Standard Double Room with Comfort Sofa Bed and Courtyard View,3,Family,Jan-20,24-Jan-20,"Clean, comfortable and excellent breakfast","Breakfast was excellent, plenty of options available. Location is quite close to transport links into the city centre. Staff were friendly and the room clean and comfortable.",,0,9,290,6/23/2022 9:46,,,,,,
1999,NULL,Germany,NULL,2,Couple,Jan-20,23-Jan-20,"Nice hotel, ideal base in the west","Central location between Zoo and Savignyplatz, ideal if you like to base yourself in the old west, near all kinds of public transport and many restaurant options. The hotel is spotlessly clean, has a wonderful hot breakfast and nice staff. Rooms are spacious, modern, well equipped and very clean.","Bed could be bigger, the breakfast rooms is a little noisy at times. And well, it's directly next to the S-Bahn rails so you will have noise, but you can close the windows and use the aircon. We had a room facing the courtyard and left the window open. We still heard the train noise, but found it OK.",0,8,290,6/23/2022 9:46,,,,,,
2000,Gatis,Latvia,Double Room with Comfort Sofa Bed,2,Group,Dec-19,23-Jan-20,Wonderful,,,0,9,290,6/23/2022 9:46,,,,,,
2001,Robert,Ireland,Double Room with Comfort Sofa Bed,3,Couple,Jan-20,21-Jan-20,"Excellent hotel, great breakfast, close to station and very good restaurants for dinner.",Breakfast was great. Location great. Room very clean and comfortable.,Happy with everything,0,10,290,6/23/2022 9:46,,,,,,
2002,NULL,Hungary,NULL,2,Group,Jan-20,21-Jan-20,Wonderful,,,0,9,290,6/23/2022 9:46,,,,,,
2003,Tim,Germany,Twin Room Standard,4,Group,Dec-19,20-Jan-20,"Great stay, very comfortable","Large comfortable beds, great breakfast with plenty of choice, clean room.Great location, public transportation very close.Railway tracks directly next to the building, but very good sound proof rooms, so we didn't hear much of it.","No regular closet, but only 1 shelve (placed very high).In winter time the building is heated very warm, to my opinion too warmVery few power sockets in the room",0,8,290,6/23/2022 9:46,,,,,,
2004,Andrii,Ukraine,Double Room with Comfort Sofa Bed,2,Solo traveler,Dec-19,19-Jan-20,Very Good,,,0,8,290,6/23/2022 9:46,,,,,,
2005,Mohammed,Germany,Double Room with Comfort Sofa Bed,2,Couple,Dec-19,18-Jan-20,Exceptional,"Breakfast, room, comfortable bed, friendly staff, location close to the S-Bahn",Fresh orange juice would have been nice,0,10,290,6/23/2022 9:46,,,,,,
2006,Ufuk,Turkey,Double Room with Comfort Sofa Bed,4,Group,Jan-20,15-Jan-20,Pleasant,"Location
Smiley staff","There were not any slippers in the rooms at the beginning. When called, staff took one. 
Towel did not changed everyday either bed sheet.",0,6.7,290,6/23/2022 9:46,,,,,,
2007,Thorkild,Denmark,Queen Room - Mobility Access,2,Couple,Jan-20,10-Jan-20,Good,The hotel has not deleteed the reserved amount on my mastercard account. Though payment has been made.,,0,7,290,6/23/2022 9:46,,,,,,
2008,Quang,Czech Republic,Double Room Standard,1,Group,Dec-19,6-Jan-20,Pleasant,Very noisy by trains,,0,6.2,290,6/23/2022 9:46,,,,,,
2009,Aladin,Germany,Queen Room - Mobility Access,1,Group,Jan-20,6-Jan-20,Great service!,Stuning hotel in the best part of Berlin.,,0,9.5,290,6/23/2022 9:46,,,,,,
2010,Brian,United Kingdom,Queen Room - Mobility Access,4,Group,Jan-20,6-Jan-20,"A lovely hotel, close to all types of transportation around the city.","Lovely room, location and staff.  Good location, just a short walk to the Zoological Garten Ubahn, giving access to all of Berlin.  Breakfast, supplied with a good selection of hot and cold food.  A nice small lounge to have a drink and put your aching feet up after walking around the city. Very clean room with a lovely shower a comfortable bed.  The front staff also printed our airport boarding passes off for us.  Excellent service!!!!!",Room overlooking a very busy and noisy railway line.,0,8,290,6/23/2022 9:46,,,,,,
2011,Amojo,Switzerland,Superior Best View,4,Family,Apr-22,20-Apr-22,hospitality well done,"very friendly staff, good location, really nice breakfast, amazing view, relaxed atmosphere","room was on the small side, even without a toddler, but I guess perfectly suitable for business travel",0,9,297,6/23/2022 9:46,,,,,,
2012,Megumi,Japan,Standard Double Room,3,Solo traveler,Apr-22,19-Apr-22,Wonderful,,,0,9,297,6/23/2022 9:46,,,,,,
2013,Alexandria,Ireland,Superior Best View,2,Couple,Apr-22,18-Apr-22,"Amazing views, kind staff, clean rooms",The location was great and by the train station. The view was incredible and the room was very clean and comfortable. The included mini bar was very well stocked and I loved all the outlets and soaps available for guests.,Nothing. The stay was perfect. Breakfast could be a bit cheaper as the price made me not want to try it.,0,10,297,6/23/2022 9:46,,,,,,
2014,Suisse,Switzerland,Superior Best View,3,Couple,Apr-22,18-Apr-22,Pleasant,"View, location",expensive parking,0,6,297,6/23/2022 9:46,,,,,,
2015,David,Greece,Superior Best View,2,Couple,Apr-22,18-Apr-22,Very Good,,,0,8,297,6/23/2022 9:46,,,,,,
2016,Dora,Luxembourg,Standard Double Room,2,Solo traveler,Apr-22,18-Apr-22,Very Good,A basic hotel.,"You can hear the people in the room walking above yours as well as the toilets flushed.
A “low-cost” hotel, I would say.
I’m not sure I’d come again.",0,8,297,6/23/2022 9:46,,,,,,
2017,W,Luxembourg,Standard Double Room,1,Couple,Apr-22,18-Apr-22,Very Good,,,0,8,297,6/23/2022 9:46,,,,,,
2018,Mohammad,Australia,Standard Double Room,1,Solo traveler,Apr-22,18-Apr-22,Exceptional,,,0,10,297,6/23/2022 9:46,,,,,,
2019,Sunghyun,South Korea,Superior Best View,1,Solo traveler,Apr-22,17-Apr-22,Exceptional,Best breakfast ever!!!,Nothing.,1,10,297,6/23/2022 9:46,,,,,,
2020,Grettel,Costa Rica,Standard Double Room,1,Couple,Apr-22,11-Apr-22,Stay a working distance from City Center,"Wonderful location, safe, friendly staff, walking distance from the city center","Personnel from restaurant was rude and hurrying to order and serve. Need a training in customer service. No the same in front desk, they were amazing.",0,9,297,6/23/2022 9:46,,,,,,
2021,Seyedhamidreza,Estonia,Standard Double Room,1,Solo traveler,Feb-22,8-Apr-22,Pleasant,,,0,6,297,6/23/2022 9:46,,,,,,
2022,Ethan,United States of America,Standard Double Room,1,Solo traveler,Apr-22,8-Apr-22,Exceptional,,,0,10,297,6/23/2022 9:46,,,,,,
2023,Hakan,Germany,Superior Best View,2,Solo traveler,Feb-22,7-Apr-22,Wonderful,,,0,9,297,6/23/2022 9:46,,,,,,
2024,Brenna,United States of America,Standard Double Room,4,Couple,Apr-22,7-Apr-22,Wonderful,,,0,9,297,6/23/2022 9:46,,,,,,
